Name,Vertex_Index,X,Y,Z
Cube,0,0.059607651084661484,0.04792476072907448,0.38341936469078064
Cube,1,-0.030598677694797516,0.02000928483903408,-0.01601026952266693
Cube,2,0.05239549279212952,-0.10257382690906525,0.4023452699184418
Cube,3,0.04939287155866623,0.022422943264245987,-0.015810955315828323
Cube,4,-0.061567358672618866,0.06672687083482742,0.42185527086257935
Cube,5,-0.09298700094223022,-0.09659532457590103,0.022494051605463028
Cube,6,-0.09703325480222702,-0.15233224630355835,0.45046985149383545
Cube,7,0.11790001392364502,0.008328386582434177,0.008622212335467339
Cube,8,-0.030263425782322884,-0.07137668877840042,0.007944571785628796
Cube,9,0.04509124532341957,-0.06834688782691956,-0.00760089373216033
Cube,10,-0.005898107774555683,-0.1600494384765625,0.4344777464866638
Cube,11,-0.0572814866900444,-0.17707258462905884,0.45368483662605286
Cube,12,-0.031144101172685623,0.11187183856964111,-0.012257005088031292
Cube,13,0.03342190384864807,-0.14107629656791687,0.0005386420525610447
Cube,14,-0.015178482048213482,0.1318228542804718,0.39298489689826965
Cube,15,0.037814706563949585,0.12138977646827698,0.38238340616226196
Cube,16,0.11392726749181747,0.0760531947016716,0.011138925328850746
Cube,17,0.05406244844198227,0.10667005926370621,-0.004706822335720062
Cube,18,0.11239392310380936,-0.009276562370359898,0.41065678000450134
Cube,19,0.0983264371752739,-0.0704706534743309,0.3909316956996918
Cube,20,-0.13298197090625763,-0.09748461842536926,0.43424469232559204
Cube,21,-0.13103386759757996,-0.011965087614953518,0.45837289094924927
Cube,22,-0.11108710616827011,0.0847938284277916,-0.007528881076723337
Cube,23,-0.1136351004242897,-0.014115680009126663,-0.003268545726314187
Cube,24,0.07536240667104721,-0.139508455991745,0.004699134733527899
Cube,25,0.11549582332372665,-0.07952331751585007,0.005278102587908506
Cube,26,-0.05604276806116104,-0.1467639058828354,0.01718590408563614
Cube,27,-0.02118103578686714,-0.14213663339614868,0.009355065412819386
Cube,28,0.12188991904258728,0.02274804376065731,0.27922526001930237
Cube,29,-0.16149087250232697,-0.024333860725164413,0.3038112223148346
Cube,30,-0.01303472463041544,-0.1786041557788849,0.3822670578956604
Cube,31,0.12301694601774216,-0.09646455943584442,0.271341472864151
Cube,32,-0.10396795719861984,-0.16137924790382385,0.40375077724456787
Cube,33,0.13919921219348907,-0.02733263559639454,0.273154079914093
Cube,34,-0.03046143241226673,0.14407393336296082,0.28571200370788574
Cube,35,-0.06926252692937851,-0.1879078596830368,0.4176608622074127
Cube,36,-0.16595453023910522,-0.07524993270635605,0.3190130889415741
Cube,37,0.03056439943611622,0.1370733082294464,0.28351446986198425
Cube,38,0.043904051184654236,-0.14576201140880585,0.34776002168655396
Cube,39,-0.1222236379981041,0.026705924421548843,0.31254053115844727
Cube,40,0.12390201538801193,-0.4354571998119354,0.1192522943019867
Cube,41,0.16750870645046234,-0.46165335178375244,0.00924658216536045
Cube,42,-0.14425505697727203,-0.4470111131668091,0.1850517988204956
Cube,43,-0.129049614071846,-0.46240484714508057,-7.186248694779351e-06
Cube,44,-0.056898146867752075,-0.5019241571426392,-0.006589584518224001
Cube,45,-0.062155142426490784,-0.4492022395133972,0.18335936963558197
Cube,46,0.025718262419104576,-0.49884843826293945,-0.011211228556931019
Cube,47,0.00036505539901554585,-0.44343769550323486,0.15816064178943634
Cube,48,0.10283887386322021,-0.4922253489494324,-0.011746052652597427
Cube,49,0.04912194237112999,-0.4442940354347229,0.1519162803888321
Cube,50,-0.19465084373950958,-0.4454962909221649,0.009074908681213856
Cube,51,-0.19333712756633759,-0.4586324691772461,0.12477628141641617
Cube,52,-0.004711344838142395,-0.28813502192497253,0.26412034034729004
Cube,53,-0.009325699880719185,-0.36103177070617676,0.20685017108917236
Cube,54,0.04041913151741028,-0.351423054933548,0.19430500268936157
Cube,55,0.040416598320007324,-0.27976495027542114,0.24103307723999023
Cube,56,0.10888028889894485,-0.34663593769073486,0.15619584918022156
Cube,57,0.08698154240846634,-0.25539499521255493,0.20461523532867432
Cube,58,0.1429874151945114,-0.25774499773979187,0.022579284384846687
Cube,59,0.14745354652404785,-0.35568317770957947,0.02194307930767536
Cube,60,-0.07493551820516586,-0.3755286931991577,0.23091965913772583
Cube,61,-0.08091925084590912,-0.2926443815231323,0.29917100071907043
Cube,62,-0.015783902257680893,-0.2949531078338623,0.00845221895724535
Cube,63,-0.031788550317287445,-0.3856365382671356,0.011736479587852955
Cube,64,0.03225939720869064,-0.38023221492767334,-0.009457753971219063
Cube,65,0.04278263822197914,-0.2879168689250946,-0.0033215030562132597
Cube,66,0.09706781059503555,-0.26913535594940186,0.001911788247525692
Cube,67,0.09791817516088486,-0.3697690963745117,-0.0035249260254204273
Cube,68,-0.057449210435152054,-0.29113632440567017,0.018376532942056656
Cube,69,-0.0985988900065422,-0.3695659935474396,0.0038013660814613104
Cube,70,-0.13381128013134003,-0.2738840878009796,0.2802341878414154
Cube,71,-0.1375003457069397,-0.3533315658569336,0.23425641655921936
Cube,72,-0.17444807291030884,-0.3404512107372284,0.17360496520996094
Cube,73,-0.16075390577316284,-0.25762927532196045,0.20763680338859558
Cube,74,-0.15008209645748138,-0.35112664103507996,0.02990136295557022
Cube,75,-0.10617437213659286,-0.26648855209350586,0.04633672162890434
Cube,76,0.12138828635215759,-0.0634005144238472,0.1221349835395813
Cube,77,0.13863658905029297,-0.06545852869749069,0.071208655834198
Cube,78,-0.13304197788238525,-0.017408009618520737,0.14884436130523682
Cube,79,-0.15571044385433197,-0.01242773700505495,0.06116203963756561
