,GUID,type,Manufacturer,Category,Family,Material,Roughness,ArticleNumber,Leveringsprogramma,Omschrijving,Artikelnummer,Afmetingen,System Type,System Abbreviation,Type,Afmeting,Buis type,Lengte,Afmetingen [mm],System Name,InvertElevation,Systeemtype,Systeemnaam,Binnendiameter,Kanaaltype,Diameter,Verbindingstype,Debiet
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcJe,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKZ,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,2j3BgUVhr9oh9aG9zEKpbA,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcKA,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWi,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_CoveringCommon,33fIOoLC95wgB$jn9h9qsk,IfcCovering,,,,Default,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,2j3BgUVhr9oh9aG9zEKpbB,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWz,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXj,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXc,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXF,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKD,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWb,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXX,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKY,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeX4,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcKV,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXl,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWY,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeX6,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXM,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWv,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXV,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKB,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,2j3BgUVhr9oh9aG9zEKpW5,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKE,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWd,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXg,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXd,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXA,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcKT,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXJ,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXi,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXP,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWP,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXN,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcK5,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeW$,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,3$jO3xPMT3GuoR_IvX0gKG,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWc,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeWa,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXk,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXR,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeX9,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXU,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,1D0_H6rdL1iRWZ17zIkeXG,IfcCovering,,Duct Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ProductRequirements,0b3BgSczDBSh86SByWXcJg,IfcCovering,,Pipe Insulations,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwva,IfcFlowController,Solid Air,,,,,WK45 B 300x200,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0MDmm4bPD2$vL6z9sjIS_o,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,292evus617$OApahGDVmNp,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjM$,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3IL,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3wYamzIx5Bdu7B3UKw5jt$,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlwJ,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,1JHmlGybnEgfJzg12rD6cG,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwRG,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTyT,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjSw,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,36lBQYL5HDIR6W8bWfCCI_,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjSA,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwvk,IfcFlowController,Solid Air,,,,,WK45 B 300x200,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3gi,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2JdebA,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37FFDJ6HzERP33aPRD1t7P,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlAV,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMgFK,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3GX,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVdV,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTiJ,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwoh,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1HnVrNU1r3Ug5vood9xemQ,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyiYl,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwrD,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdejv,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTqk,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0iyJ9j61D9wecCd2PhTn4n,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhhL,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2IuBl6o_1FIPOV79Fo5v79,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT0T,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1fyXbaO9L1S86tOCEELwm7,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6wi,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjC_,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3eG,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UweF,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1HnVrNU1r3Ug5vood9xhFI,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_UwRR,IfcFlowController,Solid Air,,,,,WK45 B 300x200,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjI1,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3MN,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg4Q,IfcFlowController,Solid Air,,,,,WK45 B 300x200,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C8E,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C5Q,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,39xH8hzxnEVQQlAcyKUxpQ,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlyG,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyjA6,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMgFk,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3N85ait6DFfx1OdLwlmNbH,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTsG,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,39xH8hzxnEVQQlAcyKUxFM,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3R2KvUjqX4RvzQTF4KxNMz,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2fttCWGor5i9uxBtHirV4E,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6qV,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,36lBQYL5HDIR6W8bWfCCG1,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0NCn_ksxj1q87ZEjdzBhdu,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhj3,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTmJ,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3sHW3bn5T3QhbuOZBQbbEQ,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT_h,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,39xH8hzxnEVQQlAcyKUxCY,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CF_,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVjI,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2Jdefx,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3gH,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,37WUPJwdb3Z9ScxQNBYVfN,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg6B,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0RVcPE4S9Aa9GDFmWDTspR,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyiYq,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,39xH8hzxnEVQQlAcyKUx8_,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,37WUPJwdb3Z9ScxQNBYVXC,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTkX,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6wS,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2yq70TTAfAfPI5NM5JGYnT,IfcFlowController,Solid Air,,,,,WK45 B 300x200,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C_Y,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3etVskf3TCJQ$r$PXbvOsf,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyjC7,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2C5g,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1l$kDBjsP5EhEiHfaY2CA2,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMg49,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjOy,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3SK,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,1l$kDBjsP5EhEiHfaY2C87,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVHE,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVhH,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlsV,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlw3,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1y8PcUpIX9sAPHe7Yqj3KZ,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyjG9,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2yq70TTAfAfPI5NM5JGYnH,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3N85ait6DFfx1OdLwlmNv3,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUl8S,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1pfTq3AHL9GPxAqiCdMgMg,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,1JHmlGybnEgfJzg12rD6oR,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37FFDJ6HzERP33aPRD1tMA,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyjM4,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,37WUPJwdb3Z9ScxQNBYVJM,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTgK,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1tHGVEGln5YR3a_F2JdeeB,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,0NCn_ksxj1q87ZEjdzBhmD,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTui,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,1l$kDBjsP5EhEiHfaY2CDp,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,37WUPJwdb3Z9ScxQNBYVdF,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhdJ,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyian,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTol,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT4R,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1U1SYwMkH1U98wWHxrdhjM,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,1JHmlGybnEgfJzg12rD6jN,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyj80,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihT_U,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1HnVrNU1r3Ug5vood9xenA,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1HnVrNU1r3Ug5vood9xhFg,IfcFlowController,,,,,,0000-4217,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjE1,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3rStKB7dHA3ht$CcUIUlu0,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_FlowMeterTypeWaterMeter,2_FFy5w4f5gR_BNXeTyjI6,IfcFlowController,,,,,,,,,,,,,"[""3/4''_0.6_110""]",,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTwU,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,2_FFy5w4f5gR_BNXeTyjUx,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1iRnjW8x96TOkxG85_Uwr3,IfcFlowController,RF Technologies,,,,,CR60.160,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,31nAlRRgf8yf4O4e8F3DFW,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,1JHmlGybnEgfJzg12rD6sM,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
Pset_ManufacturerTypeInformation,3benIB0jv82fBm165ihTqH,IfcFlowController,Belimo servomotoren bv,,,,,,,,,,,,,,,,,,,,,,,,,
